,CommentHead,Comment,Rating
793,Unsatisfactory,Not Bad,1
794,Waste of money!,damaged,1
795,Worth every penny,super,5
796,Nice product,nice,4
797,Wonderful,vry nice product,4
798,Horrible,bad product,1
799,Very poor,waste of money,1
800,Highly recommended,Nice product,5
801,Nice,véry boost,3
802,Really Nice,highly recommended.,4
804,Nice,super,3
805,Very Good,decent product,4
806,Moderate,Very bad product,2
807,Does the job,super,3
808,Good,"because of leakeging from the side so, I have given 3 star but it is a good product .",3
809,Best in the market!,very good for use,5
810,Did not meet expectations,very poor,1
812,Super!,wonderful product👌👌👌👌👌,5
813,Nice,nice product ...in given rate ...but colour variety are not available,3
814,Unsatisfactory,Baddest ever,1
817,Terrific,Nice product,5
818,Simply awesome,good product,5
819,Super!,nice product,5
820,Does the job,ok product nit as expected,3
821,Worth the money,to good,4
822,Just okay,Good,3
823,Excellent,Nyc product,5
824,Worst experience ever!,Bad product,1
825,Super!,best product easy to use,5
826,Nice,Quality is bad .... bt working well...one part is not properly fit..,3
827,Fair,nice,3
828,Did not meet expectations,Very bad product Hanlde and jaar not good,1
829,Absolute rubbish!,Can't use  at all,1
830,Utterly Disappointed,It broke down after a few days,1
831,Not good,bad,2
832,Worth every penny,nice,5
833,Just okay,Not bad,3
834,Really Nice,good,4
835,Slightly disappointed,its broken after 4th use... 🙄,2
836,Nice product,nyc product,4
837,Excellent,Fantastic product ever I have seen,5
838,Highly recommended,so far so good,5
840,Brilliant,"wonderful product... genuine price...pomegranate, musammi k liye to more than  excellent",5
841,Awesome,good product,5
843,Don't waste your money,waste of money,1
844,Did not meet expectations,very bad quality,1
845,Simply awesome,ok,5
846,Great product,good,5
847,Good,Good product,3
848,Brilliant,so very nice working,5
849,Classy product,Best product,5
850,Wonderful,super,4
851,Must buy!,good,5
853,Don't waste your money,very bad,1
854,Best in the market!,product is satisfied but juice content quantity is small,5
855,Moderate,use less,2
856,Expected a better product,well nice product but not that easy to use...,2
860,Waste of money!,poor,1
861,Just okay,cheap quality material used.,3
862,Utterly Disappointed,Broken in 2 days,1
863,Useless product,this product assembly is very worst,1
864,Awesome,Very nice product,5
865,Worth every penny,Nice one.. good price..,5
866,Fair,Ok ok product,3
867,Decent product,Jj,3
869,Awesome,Good product & Fast delivere,5
870,Very Good,nice.,4
871,Excellent,Very good product,5
872,Awesome,"Great product for fruits like watermelon, orange, grapes and pomegranate",5
875,Terrible product,it is totally faulty set given.It is not working now,1
876,Wonderful,quality is good,4
877,Not recommended at all,quality of product vary bad.,1
878,Moderate,not good.,2
879,Wonderful,value for money,4
880,Utterly Disappointed,defective product and i returned back,1
881,Super!,nice,5
882,Could be way better,Bad quality,2
883,Bad quality,"its a small size product , not a good one",2
884,Best in the market!,Very good product,5
885,Very Good,best qualityI love it 😊😊,4
886,Terrific purchase,great one❤,5
887,Awesome,best product.,5
888,Excellent,nice,5
890,Mind-blowing purchase,Excellent product.,5
891,Delightful,Over all a good product,4
894,Brilliant,good product,5
896,Best in the market!,It’s good and handy to use,5
897,Good choice,not bed,4
898,Brilliant,good quality,5
900,Worth the money,superrr,4
902,Great product,Good for this price,5
903,Mind-blowing purchase,very good quality.. and nice product tnq flipkart,5
904,Just okay,nice,3
905,Utterly Disappointed,Worst quality.......broke within a month 👎👎 Simply wastage of money.....,1
906,Delightful,good for fruits,4
907,Must buy!,excellent,5
909,Must buy!,Nice product ... Juice is ready....☺☺,5
910,Nice product,good for citrus fruits... don't expect other than citrus....,4
911,Great product,Very good product,5
912,Nice,good,3
913,Worth every penny,superb quality,5
914,Best in the market!,Very nice and awesome product😀,5
915,Just wow!,nice product,5
916,Wonderful,not so good not so bad average...,4
917,Wonderful,good as this price point,4
919,Mind-blowing purchase,nice one,5
920,Terrific,Excellent work,5
921,Brilliant,it's amazing product thanks to Flifcart,5
922,Terrific purchase,Good one....,5
923,Fair,good product very nice,3
924,Best in the market!,useful,5
925,Terrific purchase,awesome product fresh healthy juice,5
926,Worth every penny,very nice product and deliver also very good.....,5
927,Decent product,nose,3
928,Very poor,All juse are not making,1
929,Worth every penny,"Plastic quality is good. looks sturdy.  Value for money. Use this juicer only for fruits like- Ornages, grapes, water melon etc. May not be useful for beetroot, carrots etc",5
930,Pretty good,okk,4
931,Simply awesome,best,5
932,Perfect product!,good good connection,5
933,Pretty good,The main problem with this product is that it wastes a good amount of fruit juice.The damage is a bit on high sideHowever Easy to usecompact,4
936,Really Nice,nice product,4
939,Could be way better,it is good but very slow,2
940,Decent product,it is a good product,3
941,Worth the money,very useful,4
942,Simply awesome,"good for daily use, since it is a light weight plastic should use is gently.",5
943,Value-for-money,"Quality is good,nice product.",4
945,Just okay,Value for money,3
946,Terrific purchase,ok,5
947,Good choice,very nice product,4
948,Absolute rubbish!,very hard do every thing,1
949,Just okay,Nice,3
951,Highly recommended,super,5
952,Perfect product!,awesome quality....in this price range just great product....,5
953,Just wow!,Best this price,5
954,Wonderful,it is a very good product and fast delivery to time,5
955,Decent product,ok only,3
956,Terrific purchase,very good product,5
958,Simply awesome,Excellent,5
959,Worth the money,I am no apsepted return please,4
960,Does the job,disappointed  i book orange colour  but comes white colour  pls check and send products product is good good quality strong plasticthanks to flipkart,3
961,Not recommended at all,Very bad experience. Very bad quality,1
962,Simply awesome,nice product family is very Happy so Thank you flipkart...,5
963,Really Nice,super product,4
964,Great product,Nice product.,5
966,Best in the market!,awesome from Flipkart,5
967,Pretty good,full ok,4
968,Super!,Easy to use. Easy to clean. Easy to assemble.Value for money,5
969,Nice product,Very good product,4
970,Worst experience ever!,dirty mixier,1
971,Super!,Very very good product,5
972,Worth every penny,awesome,5
973,Mind-blowing purchase,very good product,5
974,Super!,V.good product,5
975,Perfect product!,Very nice product,5
976,Good,No problem,3
977,Good quality product,superb result for fruit juicebut plastic material is of cheap very very cheap quality,4
978,Terrific,I love you,5
979,Pretty good,very nice,4
980,Good,awesome,3
981,Awesome,Good product,5
982,Fabulous!,Amazing quality of product,5
983,Great product,I'm Happy,5
984,Great product,good product,5
987,Terrific purchase,good product,5
988,Highly recommended,ok,5
989,Does the job,nice for home use,3
990,Good choice,nice juice mixer,4
991,Pretty good,nice,4
992,Utterly Disappointed,just like old...,1
993,Awesome,very good product,5
994,Terrific,very good,5
995,Good choice,Nice .I received as i saw in image,4
996,Decent product,but is very low quality,3
999,Highly recommended,nice product,5
1000,Absolute rubbish!,"very bad quality .. full plastic material, total waste of money",1
1001,Decent product,simple good product,3
1002,Must buy!,Good service,5
1003,Just wow!,excellent  product thank u  flip cart,5
1004,Worst experience ever!,not bad,1
1005,Delightful,nice,4
1006,Excellent,Nice Product and quality also,5
1007,Just okay,value for that range.,3
1008,Decent product,Not bad,3
1009,Value-for-money,super...,4
1010,Terrible product,very bad...don't buy,1
1011,Brilliant,nice & usefull also,5
1012,Just okay,only good,4
1013,Awesome,best juicer,5
1014,Waste of money!,not Gud..,1
1016,Utterly Disappointed,it s working  beautyfull,1
1017,Moderate,little bit good,2
1018,Excellent,good,5
1019,Decent product,Nycc,3
1020,Worthless,bad product,1
1021,Waste of money!,nice,1
1022,Nice product,best prodect,4
1023,Worth every penny,Supar,5
1026,Worth the money,good Delivery,4
1027,Awesome,awsm,5
1028,Value-for-money,Go for it..,4
1029,Value-for-money,good,4
1030,Very Good,very good,4
1031,Terrific,it's very nice . Nice product from flip kart,5
1032,Unsatisfactory,"very bad product, and not good response by flipcart agent",1
1033,Really Nice,amazing good quality juicer,4
1034,Great product,product is very good sweet lime juice net orange juice very thick very good quality,5
1035,Fair,not good but not bad..average quality,3
1037,Good choice,a lot of thanks,4
1038,Useless product,very worst product I got from flipkart I don't know how come the flipkart is selling this type of worst items,1
1040,Just okay,ok,3
1041,Just okay,This is not that one .showings other product n  delivery others  so that's way I nat happy for this,3
1042,Really Nice,Cheap and good.,4
1043,Terrific,it's  good  I like  it,5
1044,Perfect product!,good luck,5
1045,Nice product,super,4
1046,Brilliant,very  very bad products  don't  buy waste of money,5
1048,Wonderful,Good Product .....Nice Quality. ....,4
1049,Classy product,good,5
1051,Worst experience ever!,never ever buy it,1
1053,Simply awesome,nice,5
1055,Super,Nice,5
1056,Classy product,nice product,5
1057,Good,Better...not bad,3
1058,Hated it!,too bad quality this item is not correct in the process,1
1060,Decent product,Not bad at all.,3
1061,Fair,"not working for beetroot, carrot n apple kind of fruits...Good for  Orange, Pomegranate and Musambi kind of fruits...",3
1063,Classy product,better,5
1064,Good,good,3
1065,Absolute rubbish!,Very bad product,1
1066,Just wow!,standard product,5
1067,Did not meet expectations,broken easily we can't use 1 time or more don't buy,1
1068,Simply awesome,Very nice product,5
1069,good product,Good,5
1070,Very poor,Worst item i have ever bought,1
1071,Really Nice,Excellent,4
1072,Fair,Not good,3
1073,Absolute rubbish!,Please don't buy it it was very bad it can't pull the garbage outside and it was so weak and it is very tight to move the handle,1
1074,Fabulous!,Dispute,5
1075,Expected a better product,Good,2
1077,Horrible,Good,5
1078,Simply awesome,Ok,5
1079,Super!,Superv and awesome,5
1080,Terrific purchase,Awesome product 👌👌,5
1081,Really Nice,It's good,4
1082,Wonderful,Super,5
1083,Does the job,Very nice product..,3
1084,Just okay,Not bad Value of money,3
1085,Useless product,"This product is absolutely rubbish. Please don't buy this product. Once used, its color is gone.I would like to tell all of you that do not buy this product by mistake also.This product is very bad. I only use it once.I thought that maybe after a few months its color will drop, but its color deteriorated by using it only once.Please don't buy this friends.",1
1086,Slightly disappointed,Uh,2
1087,Highly recommended,Yes it is very nice productYou can buy this easily,5
1088,Decent product,So good,3
1089,Super!,Wonder full,5
1090,Useless product,Worst,1
1091,Brilliant,Very good product..,5
1092,Did not meet expectations,Bad,1
1093,Good choice,Nice product,4
1094,Very poor,Bad product,1
1096,Utterly Disappointed,Poor quality,1
1097,Wonderful,Good quality product,5
1098,Simply awesome,Very nice,5
1099,Highly recommended,I love it,5
1100,Waste of money!,Product quality is very poor,1
1101,Useless product,Very bad,1
1103,Not recommended at all,Very small...bread not fit,1
1104,Very poor,Very bad,1
1105,Good quality product,It is very nice ok,4
1107,Wonderful,"Good product, suggest to buy",4
1108,Pretty good,Ok,4
1109,Nice,Ok,3
1110,Classy product,Very nice  product,5
1111,Hated it!,Most useless product,1
1113,Highly recommended,I'm soo happy to buy this product 😚,5
1114,Terrific purchase,Simply satisfying nd great to have it in kitchen,5
1115,Classy product,Nice 👍,5
1116,Don't waste your money,Waste of money,1
1117,Just okay,Quality is good but I have seen some marks on toaster,3
1118,Awesome,A1quality,5
1120,Best in the market!,Most accha,5
1121,Decent product,Good product,3
1122,Fabulous!,Superb,5
1124,Wonderful,My daughter is very happy 🥳,5
1125,Not recommended at all,"Product have very poor quality of plastic, i received it broken, and when i unboxed it , and hold it , the remaining handle collapsed.Not recommended even a cost of 10 rupees , flipkart should avoid these type of products on their site. 1st time very unhappy with any flipkart assured item.",1
